q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status,Unnamed: 0
"好,那你确定是那就行,还有就是我想问一下咱们黑胡椒口味的,是用添加剂调出来的吗？还是里边本身就有黑胡椒呢？","[{""role"":""user"",""content"":""你看一下这个配料表我都没看见黑胡椒。""},{""role"":""user"",""content"":""我已经到完了。""},{""role"":""assistant"",""content"":""口味在背面""},{""role"":""user"",""content"":""然后我就想确定一下,这是黑胡椒口味的吗？反正闻不到。""},{""role"":""user"",""content"":""然后我自己往里头又放了一些黑胡椒,就是怕味道出来不好。""},{""role"":""assistant"",""content"":""可以的""},{""role"":""user"",""content"":""好,那你确定是那就行,还有就是我想问一下咱们黑胡椒口味的,是用添加剂调出来的吗？还是里边本身就有黑胡椒呢？""}]",,这个不清楚,23,"['问题：""好,那你确定是那就行,还有就是我想问一下咱们黑胡椒口味的,是用添加剂调出来的吗？还是里边本身就有黑胡椒呢？"",答案：""只有调料本身的味道亲,具体配料表可以参考评论区实物图哈""','问题：""黑胡椒和五香的吧"",答案：""已备注""','问题：""调料要黑胡椒和蒜香的！请帮忙备注一下！谢谢不要辣啊！"",答案：""好的,已备注""','问题：""都要什么风味呀"",答案：""可以看下订单选项中,有标准调料口味,选项两种发给客服备注哈""','问题：""湿湿的,是什么感觉像防腐剂"",答案：""亲。零添加剂的,咱们是用盐腌制后发货的哈""']",,,265.0
能放一年？,"[{""role"":""user"",""content"":""这个肠衣能冻吗？""},{""role"":""assistant"",""content"":""亲,不建议冷冻哦,冷藏保鲜一年左右的亲。""},{""role"":""user"",""content"":""能放一年？""}]",,"亲,这款肠衣的储存条件是冷藏保鲜哦,一般可以保存一年左右呢。","22,23","['问题：""好的保质期是一年吗？"",答案：""对的""','问题：""上面不是写三年吗那我现在买的可以放到明年是吗"",答案：""亲 建议一年用完哦""','问题：""亲,这个好放吗？能放多长时间"",答案：""亲,这款肠衣的储存条件是冷藏保鲜哦,一般可以保存一年左右呢""','问题：""<运营问题>保质期多久？"",答案：""1年""','问题：""<物流问题>能储存多长时间？"",答案：""1年""']",,,266.0
这个肠衣能冻吗？,"[{""role"":""user"",""content"":""这个肠衣能冻吗？""}]",,"亲,不建议冷冻哦,冷藏保鲜一年左右的亲。","22,23","['问题：""肠衣可以冷冻保存吗"",答案：""不建议亲,冷冻后拿出来肠衣容易断哦  放冷藏保鲜一年左右的亲""','问题：""肠衣能放冰箱冷冻不哦"",答案：""嗯嗯""','问题：""这肠子要放冷冻吗这肠衣要放冷冻吗"",答案：""冷藏保鲜一年左右的亲""','问题：""这个肠衣能吃吗"",答案：""亲,可以食用的""','问题：""好,冷冻了是不是就不能用了肠衣"",答案：""冷冻以后容易断,建议保鲜冷藏""']",,,267.0
"好的,谢谢。这就拍","[{""role"":""user"",""content"":""你好,现在能做吗？""},{""role"":""assistant"",""content"":""您是哪里的""},{""role"":""user"",""content"":""做完得烤箱烤吗？河南安阳的""},{""role"":""assistant"",""content"":""可以的 亲""},{""role"":""user"",""content"":""好的""},{""role"":""assistant"",""content"":""[玫瑰]""},{""role"":""user"",""content"":""你们的料包放进去就什么也不用放了吗？""},{""role"":""user"",""content"":""好的,谢谢。这就拍""}]",,不客气,23,"['问题：""嗯,处理完我好从拍"",答案：""好的""','问题：""好的,谢谢好的"",答案：""客气了亲""','问题：""我买过了挺好"",答案：""好的 亲 感谢支持""','问题：""哦哦好的谢谢"",答案：""好的,谢谢您的支持哦~""','问题：""嗯嗯我要拍40斤的"",答案：""亲 可以分开拍下""']",,,268.0
要多久,"[{""role"":""user"",""content"":""站点没跟我联系哦""},{""role"":""user"",""content"":""是的""},{""role"":""user"",""content"":""要多久""},{""role"":""user"",""content"":""我后面下单的都要收到了""},{""role"":""user"",""content"":""上一单还没解决""},{""role"":""assistant"",""content"":""亲 我们催下快递尽快核实""},{""role"":""user"",""content"":""要多久""}]",,亲 快递回复我们后会第一时间给您留言的哦,23,"['问题：""需要时间是多久"",答案：""亲 您的订单时间比较长 核实也会比较麻烦 快递核实后会与您联系。""','问题：""你好多久到 急着用"",答案：""路上时效以快递为准,我们不敢保证快递路上时效哦""','问题：""啥时候发"",答案：""下单48小时内发货亲""','问题：""快点"",答案：""下单48小时内发货亲""','问题：""什么时候发货？大约几天能到我这里人工"",答案：""路上时效以快递为准,我们不敢保证快递路上时效哦""']",,,269.0
有运费险吗,"[{""role"":""user"",""content"":""有运费险吗""}]",,有的呢亲亲,23,"['问题：""<物流问题>有运费险吗？"",答案：""有""','问题：""<退换问题>退换货邮费谁承担"",答案：""有运费险""','问题：""<基础问题>运费险怎么理赔？"",答案：""审核通过,自动理赔""','问题：""运费谁掏？"",答案：""包邮退的哈""','问题：""这个运费咋处理的"",答案：""咱们是退货包运费的""']",,,270.0
从哪里发货,"[{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""从哪里发货""}]",,"亲,我们是山东枣庄发货。","22,23","['问题：""哪里发货"",答案：""很高兴为您服务,请问有什么可以帮您？""','问题：""哪里发货？"",答案：""山东枣庄发货的亲""','问题：""哪里发货？"",答案：""亲,我们是在山东枣庄发货的哦~""','问题：""哪里发货从哪里发货？"",答案：""亲,我们是在山东枣庄发货的哦~""','问题：""你们是哪里发货出来"",答案：""山东枣庄发货的亲""']",,,271.0
"全部是坏的,不是一根而已图片已经显示的很清楚了一罐就破,我还没说让你们赔我损失呢我的肉怎么办二三十斤肉我怎么处理","[{""role"":""user"",""content"":""我已经拼单成功2小时,能尽快帮我发货吗？""},{""role"":""assistant"",""content"":""亲亲,我们会尽快为您安排发货哦~""},{""role"":""user"",""content"":""全部是坏的,不是一根而已图片已经显示的很清楚了一罐就破,我还没说让你们赔我损失呢我的肉怎么办二三十斤肉我怎么处理""}]",,"亲,很抱歉给您带来不好的体验,还请亲理解一下,您看为了给您有个好的购物体验,给您补偿2元可以吗。",23,"['问题：""消费者申请开启售后,请处理泡了一包 没有一根是好的,全部都破了 泡了一包 没有一根是好的,全部都破了 泡了一包 没有一根是好的,全部都破了 我一申请就直接发到你这里来了"",答案：""亲实在抱歉哈这个我也没有权限哈需要您那边自己申请哦""','问题：""那咋办,买的时候也没说呀,只有两根好的坏的也太多了吧"",答案：""亲拍照这边看下""','问题：""袋子漏了漏水了都"",答案：""亲,可能是打包的时候挤压导致的,不影响食用的哦""','问题：""一袋里面有几根啊,就有一根不能用的"",答案：""亲,很抱歉给您带来不好的体验,还请亲理解一下,您看为了给您有个好的购物体验,给您补偿2元可以吗。""','问题：""我买肉用了不好用也能退吧"",答案：""不满意可以退货的""']",,,272.0
明天能发货吗,"[{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""一小袋是能灌多少斤肉的""},{""role"":""assistant"",""content"":""亲,一小袋猪肠衣能灌大约4斤肉哦~""},{""role"":""user"",""content"":""就是说我买二十斤肉的话就是五小包呗""},{""role"":""assistant"",""content"":""亲,一包肠衣可以灌5斤左右肉,10斤装的可以灌8-10斤肉,根据个人手法会有所不同哦。""},{""role"":""user"",""content"":""哦""},{""role"":""assistant"",""content"":""[玫瑰]""},{""role"":""user"",""content"":""明天能发货吗""}]",,48小时内陆续发货,"22,23","['问题：""着急要,今天能发货吗？"",答案：""亲亲,我们发货时间为48小时内,我们会尽快为您发货,谢谢您的耐心等待。""','问题：""一起下单不行吗？明天能发货吗？"",答案：""只能分开拍亲""','问题：""今天下单,今天能发货？"",答案：""下单48小时内发货亲""','问题：""今天发货吧？"",答案：""亲亲,我们发货时间为48小时内我们会尽快为您发货,谢谢您的耐心等待。""','问题：""今天发货吧"",答案：""亲亲,我们发货时间为48小时内""']",,,273.0
有没有灌肠的视频发下,"[{""role"":""user"",""content"":""有没有灌肠的视频发下""}]",,亲 参考下哦,"22,23","['问题：""有没有灌肠的视频发下"",答案：""亲 参考下哦""','问题：""这个有没有灌肠的神器"",答案：""全套工具包括灌肠器,漏斗,手套,棉线,牙签,教程。""','问题：""这是教你怎么灌肠"",答案：""亲暂时没有别的教程哈""','问题：""能给我点灌肠配方吗"",答案：""亲这边没有哦""','问题：""现在还适合灌肠吗"",答案：""根据自己需求哈亲应该是可以的""']",,,274.0
一小袋是能灌多少斤肉的,"[{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""一小袋是能灌多少斤肉的""}]",,"亲,一小袋猪肠衣能灌大约4斤肉哦~","22,23","['问题：""一袋灌多少斤肉"",答案：""猪肠衣五斤一包4-5米左右,口径3.8-4.0左右,灌大约4斤肉 10斤一包8-10米左右,口径3.8-4.0左右,灌大约8-10斤肉。""','问题：""这个能灌多少斤肉"",答案：""猪肠衣五斤一包4-5米左右,口径3.8-4.0左右,灌大约4斤肉 10斤一包8-10米左右,口径3.8-4.0左右,灌大约8-10斤肉。""','问题：""这个能灌几斤肉"",答案：""8斤左右""','问题：""一袋能灌几斤"",答案：""亲,猪肠衣五斤一包4-5米左右,口径3.8-4.0左右,灌大约4斤肉,10斤一包8-10米左右,口径3.8-4.0左右,灌大约8-10斤肉。""','问题：""一袋料几斤肉啊"",答案：""肠衣调料使用方法：1包调料 5斤肉左右,放2两白酒,2两味极鲜,根据自己口味适当放点盐,这种调配出来比较香。""']",,,275.0
"好的,谢谢！","[{""role"":""user"",""content"":""亲,猪场衣如何清洗""},{""role"":""assistant"",""content"":""亲,冲洗就可以的亲。用自来水加上料酒泡30分钟-1小时,然后用手搓洗肠衣几下,然后换水,再搓洗,反复3-5遍就可以干净了,亲可以直接用。""},{""role"":""user"",""content"":""好的,谢谢！""}]",,客气了,23,"['问题：""好的,谢谢好的"",答案：""客气了亲""','问题：""哦哦好的谢谢"",答案：""好的,谢谢您的支持哦~""','问题：""收到,谢谢你！"",答案：""不客气""','问题：""我买过了挺好"",答案：""好的 亲 感谢支持""','问题：""好的  味道还行  昨天尝了一根"",答案：""感谢支持""']",,,276.0
"亲,猪场衣如何清洗","[{""role"":""user"",""content"":""亲,猪场衣如何清洗""}]",,"亲,冲洗就可以的亲。",23,"['问题：""里面不用清洗吗"",答案：""冲洗就可以的亲""','问题：""清洗漏了几条"",答案：""亲 拍照看下哦""','问题：""对啊,我拍的是猪场衣,你给我发的是猪场衣,口径是3.8到4.0那为什么两个不一样呢？"",答案：""亲,猪肠衣口径3.8-4.0左右,羊肠衣口径1.8-2.2左右""','问题：""快递包装都烂了呢"",答案：""亲里面有破损吗""']",,,277.0
肠衣没用完泡过了怎么放,"[{""role"":""user"",""content"":""肠衣没用完泡过了怎么放""}]",,"亲,您可以先泡一些的,不够在泡,用不完还可以储存。用水泡过的肠衣没用完可以用盐腌制起来,然后沥干水分,后食品袋包好放冰箱冷藏保鲜就可以了哦~",23,"['问题：""购买后的产品需要全部一次使用完吗？"",答案：""您可以先泡一些的  不够在泡  用不完还可以储存 用水泡过的肠衣没用完可以用盐腌制起来 然后沥干水分 后食品袋包好放冰箱冷藏保鲜就可以了亲 没泡过的直接冷藏保鲜就可以""','问题：""清洗漏了几条"",答案：""亲 拍照看下哦""','问题：""刚刚拿回来拆开看了一下,是放冰箱冷藏还是保鲜呢"",答案：""冷藏哦""','问题：""我用盐淹了但是没有沥干水分[撇嘴]"",答案：""亲,没关系的""','问题：""送过来四天了在快递点还能用吗"",答案：""可以的亲""']",,,278.0
这肠衣是可食用的吗,"[{""role"":""user"",""content"":""这肠衣是可食用的吗""}]",,"亲,这肠衣是可以食用的",23,"['问题：""<食用方式>肠胃不好可以食用吗？"",答案：""可以""','问题：""<食用方式>儿童可以食用吗？"",答案：""可以""','问题：""<食用方式>哺乳期可以食用吗？"",答案：""可以""','问题：""<食用方式>食用完会不会容易胀气或腹泻？"",答案：""不会""','问题：""<食用方式>是开袋即食吗？"",答案：""不是""']",,,279.0
